qa_id,question,reference_answer,gold_citation,parent_id,parent_mapping_status,review_priority,top_score,score_margin,candidate_child_ids,candidate_citations,candidate_scores,top_evidence_preview,review_decision,gold_child_ids,answer_support,review_notes
QA_0119,What distinguishes Regulation 376/2014 from Directive 2003/42?,"Regulation 376/2014 is directly applicable in the Member States as national law, while Directive 2003/42 required national transposition measures. This means that Regulation 376/2014 does not necessitate the adoption of national transposition legislation.",GM to Reg. (EU) No 376/2014 and its IRs [06],GM_EU_376_2014_SEC_1_5,auto_mapped,high,0.453036,0.1468,GM_EU_376_2014_SEC_1_5__C0001;GM_EU_376_2014_SEC_1_5__C0002;GM_EU_376_2014_SEC_1_5__C0003;GM_EU_376_2014_SEC_1_5__C0004,GM 1.5;GM 1.5;GM 1.5;GM 1.5,0.453036;0.306236;0.199878;0.091632,"Regulation 376/2014 is different from Directive 2003/42 it replaces as it is directly applicable in the Member States as national law, whereas the Directive was requiring national transposition measures. Same applies to its implementing rul",,,,
QA_0120,Are Member States required to take implementing measures under Regulation 376/2014?,"Yes, Member States must take implementing measures if required by Regulation 376/2014. However, the Regulation itself does not require the adoption of national transposition legislation.",GM to Reg. (EU) No 376/2014 and its IRs [06],GM_EU_376_2014_SEC_1_5,auto_mapped,high,0.383787,0.045062,GM_EU_376_2014_SEC_1_5__C0003;GM_EU_376_2014_SEC_1_5__C0002;GM_EU_376_2014_SEC_1_5__C0001;GM_EU_376_2014_SEC_1_5__C0004,GM 1.5;GM 1.5;GM 1.5;GM 1.5,0.383787;0.338725;0.286757;0.191285,This does not mean that the Member States cannot take implementing measures. They must do so if required by the Regulation.,,,,
QA_0121,Can Member States adopt stricter national rules than those in Regulation 376/2014?,"Member States can adopt measures going beyond the provisions of Regulation 376/2014 only where this possibility is specified in the Regulation itself. In principle, they should not adopt national rules covering issues already regulated in a European Regulation.",GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_1_6,auto_mapped,high,0.437867,0.032381,GM_EU_376_2014_SEC_1_6__C0002;GM_EU_376_2014_SEC_1_6__C0001;GM_EU_376_2014_SEC_1_6__C0003;GM_EU_376_2014_SEC_1_6__C0005;GM_EU_376_2014_SEC_1_6__C0006,GM 1.6;GM 1.6;GM 1.6;GM 1.6;GM 1.6,0.437867;0.405486;0.246414;0.172332;0.090655,"Key principle The Member States, and EASA when acting as a competent authority, can adopt measures going beyond the provisions of Regulation 376/2014 only where this possibility is specified in the Regulation itself.",,,,
QA_0122,What is the key principle regarding national rules and European Regulation?,"The key principle is that States should not adopt national rules covering issues already regulated in a European Regulation, including stricter rules, unless it is specifically foreseen in that European Regulation.",GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_1_6,auto_mapped,medium,0.672279,0.464824,GM_EU_376_2014_SEC_1_6__C0001;GM_EU_376_2014_SEC_1_6__C0002;GM_EU_376_2014_SEC_1_6__C0005;GM_EU_376_2014_SEC_1_6__C0003;GM_EU_376_2014_SEC_1_6__C0006,GM 1.6;GM 1.6;GM 1.6;GM 1.6;GM 1.6,0.672279;0.207455;0.183843;0.123308;0.11307,"In principle States should not adopt national rules covering issues already regulated in a European Regulation, including rules that would be stricter, unless it is specifically foreseen in that European Regulation.",,,,
QA_0123,What is the scope of Regulation 376/2014?,"Regulation 376/2014 applies to occurrences and other safety-related information involving civil aircraft, except for aircraft referred to in Annex II to Regulation (EC) No 216/2008. Member States may choose to apply this Regulation to Annex II aircraft as well.",Article 3(2),GM_EU_376_2014_SEC_1_6,auto_mapped,medium,0.659341,0.470375,GM_EU_376_2014_SEC_1_6__C0003;GM_EU_376_2014_SEC_1_6__C0002;GM_EU_376_2014_SEC_1_6__C0005;GM_EU_376_2014_SEC_1_6__C0001;GM_EU_376_2014_SEC_1_6__C0006,GM 1.6;GM 1.6;GM 1.6;GM 1.6;GM 1.6,0.659341;0.188966;0.125219;0.101391;0.05381,"Example: Article 3(2) of Regulation 376/2014 states that the Regulation ‘‘applies to occurrences and other safety-related information involving civil aircraft, with the exception of aircraft referred to in Annex II to Regulation (EC) No 216",,,,
QA_0124,Can Member States apply Regulation 376/2014 to Annex II aircraft?,"Yes, Member States may decide to apply this Regulation to occurrences and other safety-related information involving the aircraft referred to in Annex II to Regulation (EC) No 216/2008.",Article 3(2),GM_EU_376_2014_SEC_1_6,auto_mapped,medium,0.694414,0.469069,GM_EU_376_2014_SEC_1_6__C0003;GM_EU_376_2014_SEC_1_6__C0002;GM_EU_376_2014_SEC_1_6__C0005;GM_EU_376_2014_SEC_1_6__C0001;GM_EU_376_2014_SEC_1_6__C0006,GM 1.6;GM 1.6;GM 1.6;GM 1.6;GM 1.6,0.694414;0.225345;0.146152;0.107172;0.055555,"Example: Article 3(2) of Regulation 376/2014 states that the Regulation ‘‘applies to occurrences and other safety-related information involving civil aircraft, with the exception of aircraft referred to in Annex II to Regulation (EC) No 216",,,,
QA_0125,What is the key principle regarding deviations from the Regulation?,"The key principle is that Member States and EASA, when acting as a competent authority, are not allowed to deviate from the provisions of the Regulation in any other situation.",Article 3(2),GM_EU_376_2014_SEC_1_6,auto_mapped,medium,0.698658,0.242767,GM_EU_376_2014_SEC_1_6__C0005;GM_EU_376_2014_SEC_1_6__C0002;GM_EU_376_2014_SEC_1_6__C0001;GM_EU_376_2014_SEC_1_6__C0003;GM_EU_376_2014_SEC_1_6__C0004,GM 1.6;GM 1.6;GM 1.6;GM 1.6;GM 1.6,0.698658;0.455891;0.211846;0.183301;0.080557,"Key principle In any other situation, the Member States, and EASA when acting as a competent authority, are not allowed to deviate from the provisions of the Regulation.",,,,
QA_0126,What is the scope of Regulation 376/2014?,"Regulation 376/2014 applies to occurrences and other safety-related information involving civil aircraft, with the exception of aircraft referred to in Annex II to Regulation (EC) No 216/2008. It includes occurrences during non-civil operations if they reveal an unsafe condition in the civil Type Certificate of the aircraft.",Article 3(2),GM_EU_376_2014_SEC_1_7,auto_mapped,high,0.536025,0.150058,GM_EU_376_2014_SEC_1_7__C0001;GM_EU_376_2014_SEC_1_7__C0006;GM_EU_376_2014_SEC_1_7__C0003;GM_EU_376_2014_SEC_1_7__C0005;GM_EU_376_2014_SEC_1_7__C0004,GM 1.7;GM 1.7;GM 1.7;GM 1.7;GM 1.7,0.536025;0.385967;0.346444;0.172762;0.170813,"Regulation 376/2014 applies to occurrences and other safety-related information involving civil aircraft, with the exception of aircraft referred to in Annex II to Regulation (EC) No 216/2008 (Article 3(2)).",,,,
QA_0127,Can Member States extend the application of Regulation 376/2014?,"Yes, Member States have the possibility to extend the application of this Regulation to occurrences and other safety-related information involving the aircraft referred to in Annex II to Regulation (EC) No 216/2008.",Article 3(2),GM_EU_376_2014_SEC_1_7,auto_mapped,medium,0.642036,0.112352,GM_EU_376_2014_SEC_1_7__C0006;GM_EU_376_2014_SEC_1_7__C0001;GM_EU_376_2014_SEC_1_7__C0005;GM_EU_376_2014_SEC_1_7__C0004;GM_EU_376_2014_SEC_1_7__C0003,GM 1.7;GM 1.7;GM 1.7;GM 1.7;GM 1.7,0.642036;0.529684;0.142265;0.118971;0.11365,Member States have the possibility to extend the application of this Regulation to occurrences and other safety-related information involving the aircraft referred to in Annex II to Regulation (EC) No 216/2008 (Article 3(2)).,,,,
QA_0128,What types of occurrences does Regulation 376/2014 apply to?,"Regulation 376/2014 applies to occurrences that are safety-related events which endanger or could endanger an aircraft, its occupants, or any other person. This includes accidents and serious incidents as defined in Article 2(7).",Article 3(1),GM_EU_376_2014_SEC_1_8,auto_mapped,high,0.43872,0.10814,GM_EU_376_2014_SEC_1_8__C0002;GM_EU_376_2014_SEC_1_8__C0004;GM_EU_376_2014_SEC_1_8__C0006;GM_EU_376_2014_SEC_1_8__C0001;GM_EU_376_2014_SEC_1_8__C0005,GM 1.8;GM 1.8;GM 1.8;GM 1.8;GM 1.8,0.43872;0.33058;0.279284;0.214908;0.154355,"occurrences i.e. any safety-related event which endangers or which, if not corrected or addressed, could endanger an aircraft, its occupants or any other person and includes in particular an accident or serious incident (Article 2(7)),",,,,
QA_0129,Are events reported that do not have safety implications subject to Regulation 376/2014?,"No, events reported that are not aviation safety-related, such as commercial or quality issues without safety implications, are not subject to Regulation 376/2014. These events do not require the transfer, analysis, and follow-up mandated by the Regulation.",Article 3(1),GM_EU_376_2014_SEC_1_8,auto_mapped,high,0.369892,0.07527,GM_EU_376_2014_SEC_1_8__C0005;GM_EU_376_2014_SEC_1_8__C0004;GM_EU_376_2014_SEC_1_8__C0006;GM_EU_376_2014_SEC_1_8__C0001;GM_EU_376_2014_SEC_1_8__C0002,GM 1.8;GM 1.8;GM 1.8;GM 1.8;GM 1.8,0.369892;0.294622;0.24829;0.117717;0.083656,"Example: An event reported by a crew member to his/her operator about a commercial or quality issue and which has no safety implication, is therefore not subject to Regulation 376/2014 and to the requirements of transfer, analysis and follo",,,,
QA_0130,What is the role of aviation professionals in reporting safety occurrences?,Aviation professionals play a fundamental role in ensuring the safety of aviation activities by reporting occurrences when they happen. This reporting contributes to the prevention of accidents and helps understand safety risks within the aviation system.,"GM to Reg. (EU) No 376/2014, Section 1.1",GM_EU_376_2014_SEC_2_1,auto_mapped,high,0.492797,0.002424,GM_EU_376_2014_SEC_2_1__C0002;GM_EU_376_2014_SEC_2_1__C0001,GM 2.1;GM 2.1,0.492797;0.490373,"Therefore, the reporting of safety occurrences by aviation professionals contributes to the prevention of accidents. Their role is fundamental to ensure the safety of aviation activities within the organisation that employs them or uses the",,,,
QA_0131,Why is the reporting of aviation safety occurrences considered vital?,"The reporting of aviation safety occurrences is vital because it helps to understand where safety risks lie and supports decision makers in adopting relevant measures. Without this information, aviation safety issues cannot be properly understood and addressed.","GM to Reg. (EU) No 376/2014, Section 1.1",GM_EU_376_2014_SEC_2_1,auto_mapped,medium,0.632559,0.400487,GM_EU_376_2014_SEC_2_1__C0001;GM_EU_376_2014_SEC_2_1__C0002,GM 2.1;GM 2.1,0.632559;0.232072,The reporting of aviation safety occurrences is vital to the prevention of aircraft accidents. It contributes to understand where safety risks lie in the aviation system and helps decision makers in organisations and competent authorities (,,,,
QA_0132,Who is required to report certain occurrences under Regulation 376/2014?,The designated persons required to report certain occurrences include employees of an organisation and persons whose services are contracted or used by the organisation. This includes pilots employed by a European operator as well as self-employed pilots who are pilot-in-command of aircraft used by a European operator.,Article 4(6),GM_EU_376_2014_SEC_2_2,auto_mapped,high,0.393748,0.007152,GM_EU_376_2014_SEC_2_2__C0007;GM_EU_376_2014_SEC_2_2__C0006;GM_EU_376_2014_SEC_2_2__C0004;GM_EU_376_2014_SEC_2_2__C0003;GM_EU_376_2014_SEC_2_2__C0002,GM 2.2;GM 2.2;GM 2.2;GM 2.2;GM 2.2,0.393748;0.386596;0.260317;0.230583;0.215299,Example: Pilots employed by a European operator as well as self-employed pilots who are pilot-in-command of aircraft used by a European operator are covered under this obligation.,,,,
QA_0133,What is the consequence of failing to comply with the reporting legal obligation?,"The failure to comply with the reporting legal obligation might have consequences for those required to report. Without these occurrence reports, the European Union and the organisations and competent authorities cannot make the best decisions on safety priorities.",Article 21; Recital 38,GM_EU_376_2014_SEC_2_2,auto_mapped,medium,0.705836,0.575249,GM_EU_376_2014_SEC_2_2__C0008;GM_EU_376_2014_SEC_2_2__C0002;GM_EU_376_2014_SEC_2_2__C0003;GM_EU_376_2014_SEC_2_2__C0010;GM_EU_376_2014_SEC_2_2__C0001,GM 2.2;GM 2.2;GM 2.2;GM 2.2;GM 2.2,0.705836;0.130587;0.127265;0.115445;0.10608,"These designated persons are under a legal obligation to report certain defined occurrences. Without these occurrence reports, the European Union and the organisations and competent authorities that are part of it cannot make the best decis",,,,
QA_0134,Who is referred to as the pilot in command according to Article 4(6)(a)?,Article 4(6)(a) refers to the pilot in command operating in the context of commercial air transport as well as private pilots operating on an aircraft covered by the Regulation.,Article 4(6)(a),GM_EU_376_2014_SEC_2_2,auto_mapped,medium,0.578378,0.280449,GM_EU_376_2014_SEC_2_2__C0012;GM_EU_376_2014_SEC_2_2__C0013;GM_EU_376_2014_SEC_2_2__C0007;GM_EU_376_2014_SEC_2_2__C0005;GM_EU_376_2014_SEC_2_2__C0041,GM 2.2;GM 2.2;GM 2.2;GM 2.2;GM 2.2,0.578378;0.297929;0.224326;0.204173;0.195349,Key principle Article 4(6)(a) covers both pilots in command operating in the context of commercial air transport as well as private pilots operating on an aircraft covered by the Regulation.,,,,
QA_0135,What should organizations cover and describe within their safety management system?,"Organizations should cover and describe situations where the pilot in command is unable to report occurrences, including the identification of any other crew member next in the chain of command.",Article 4(6),GM_EU_376_2014_SEC_2_2,auto_mapped,high,0.355671,0.046643,GM_EU_376_2014_SEC_2_2__C0013;GM_EU_376_2014_SEC_2_2__C0014;GM_EU_376_2014_SEC_2_2__C0015;GM_EU_376_2014_SEC_2_2__C0016;GM_EU_376_2014_SEC_2_2__C0003,GM 2.2;GM 2.2;GM 2.2;GM 2.2;GM 2.2,0.355671;0.309028;0.249829;0.237647;0.196032,"In addition, Article 4(6) (a) refers to ‘‘the pilot in command, or, in cases where the pilot in command is unable to report the occurrence, any other crew member next in the chain of command of an aircraft’’. Situations where the pilot woul",,,,
QA_0136,In what situation would another crew member report an occurrence instead of the pilot in command?,Another crew member would report an occurrence if the pilot in command is unable to report due to being physically unable to do so.,Article 4(6),GM_EU_376_2014_SEC_2_2,auto_mapped,medium,0.524773,0.286623,GM_EU_376_2014_SEC_2_2__C0013;GM_EU_376_2014_SEC_2_2__C0015;GM_EU_376_2014_SEC_2_2__C0014;GM_EU_376_2014_SEC_2_2__C0002;GM_EU_376_2014_SEC_2_2__C0034,GM 2.2;GM 2.2;GM 2.2;GM 2.2;GM 2.2,0.524773;0.23815;0.162103;0.132574;0.126718,"In addition, Article 4(6) (a) refers to ‘‘the pilot in command, or, in cases where the pilot in command is unable to report the occurrence, any other crew member next in the chain of command of an aircraft’’. Situations where the pilot woul",,,,
QA_0137,Who is covered under Article 4(6)(b)?,"Article 4(6)(b) covers persons engaged in the manufacturing of an aircraft or any equipment or part thereof under the oversight of a Member State or EASA, who are directly involved in the production of aeronautical items.",Article 4(6)(b),GM_EU_376_2014_SEC_2_2,auto_mapped,medium,0.581523,0.114648,GM_EU_376_2014_SEC_2_2__C0018;GM_EU_376_2014_SEC_2_2__C0026;GM_EU_376_2014_SEC_2_2__C0024;GM_EU_376_2014_SEC_2_2__C0021;GM_EU_376_2014_SEC_2_2__C0012,GM 2.2;GM 2.2;GM 2.2;GM 2.2;GM 2.2,0.581523;0.466875;0.425953;0.407034;0.210851,"Key principle Article 4(6)(b) is understood as covering persons engaged in manufacturing of an aircraft, or any equipment or part thereof under the oversight of a Member State or of EASA, who are directly involved in the production of aeron",,,,
